出租方式,户型,建筑面积,层数,楼层,朝向,装修,地址,床,电视,冰箱,洗衣机,空调,热水器,标题,价格
整租,2室2厅1卫,114,7,高层,暂无,3,雁滩雁西路1216-1492号,1,1,1,1,1,1,房源编号 307963915,2000
整租,2室1厅1卫,100,23,低层,9,2,甘南路583号,0,0,1,0,1,0,房源编号 307924008,3800
整租,2室1厅1卫,56,24,高层,8,4,雁西路1119号（工业城对面）,1,0,0,0,0,1,房源编号 307945127,3300
整租,2室2厅1卫,110,22,低层,8,2,静宁路十字澳兰名门东侧,0,0,0,0,0,0,房源编号 307921774,3500
整租,2室1厅1卫,60,7,中层,8,2,金昌南路112-138号,0,0,0,0,0,1,房源编号 624002,2000
整租,3室1厅1卫,131,15,高层,10,4,城关区雁西路,0,0,0,0,0,1,房源编号 627632,3500
整租,2室2厅1卫,93,33,中层,3,4,段家滩路528号,1,1,1,1,0,1,房源编号 627753,2800
整租,1室1厅1卫,50,6,高层,8,2,草场街95号,1,0,0,1,0,1,房源编号 627755,1500
整租,1室1厅1卫,40,8,中层,不限,2,兰州*街 秦安路,1,1,1,1,1,1,房源编号 627745,1600
整租,2室1厅1卫,62,8,中层,9,4,闵家桥137号,1,1,1,1,0,0,房源编号 627736,1700
整租,2室1厅1卫,60,6,高层,10,2,民主东路228-262号,1,0,0,0,0,0,房源编号 627721,1600
整租,1室1厅1卫,75,32,高层,8,2,天水南路166号 和平饭店原址(南临东方红影城),1,1,1,1,1,1,房源编号 627720,3000
整租,2室2厅2卫,124,18,低层,10,3,雁西路1119号(工业城*),1,0,0,0,0,0,房源编号 625012,3000
整租,2室2厅2卫,128,30,低层,10,2,甘肃大剧院、甘肃会展**,0,0,0,0,0,1,房源编号 627713,3800
整租,2室0厅1卫,50,8,中层,不限,2,城关区拱星墩小区,1,0,0,1,0,1,房源编号 627712,1500
整租,2室2厅2卫,90,9,中层,10,2,城关区民主东路343号401室,1,1,1,1,0,1,房源编号 627697,2700
整租,2室2厅2卫,128,28,中层,10,4,水车大观园正对面，北滨河路黄河新桥东100米,1,1,0,0,1,1,房源编号 307938316,3500
整租,2室1厅1卫,80,9,中层,10,4,大砂坪157号(大坡顶十字向南100米),1,1,0,0,1,1,房源编号 307938275,2600
整租,2室2厅1卫,114,8,高层,10,4,盐场路245号,1,1,1,1,1,1,房源编号 307938260,2400
整租,2室2厅1卫,80,8,低层,8,2,雁南路2118-2248,1,0,1,1,1,1,房源编号 307904582,2200
整租,2室1厅1卫,60,6,中层,10,3,甘南路125-131号,1,1,0,0,0,1,房源编号 307828056,2100
整租,3室2厅1卫,120,8,中层,10,3,一只船南街38—66号,1,1,1,1,0,1,房源编号 307842674,4000
整租,2室1厅2卫,173,32,高层,6,3,郑家台54-56号,1,1,0,0,1,1,房源编号 307793238,7000
整租,1室1厅1卫,50,7,低层,8,2,贡元巷53-59号,1,0,0,0,0,0,房源编号 307928025,2000
整租,2室2厅1卫,60,8,高层,8,2,兰州市城关区静宁南路井儿街,1,0,0,0,0,0,房源编号 307927286,1800
整租,2室1厅1卫,50,7,高层,9,2,金昌南路杨家园,1,0,0,0,0,0,房源编号 307926908,2200
整租,2室1厅1卫,64,6,中层,10,2,甘南路583号,1,0,0,0,0,0,房源编号 307926042,2000
整租,2室1厅1卫,50,8,低层,8,2,酒泉路45号,1,1,0,0,0,0,房源编号 307925547,1500
整租,1室1厅1卫,50,9,低层,3,2,酒泉路46-48号,0,0,0,0,0,0,房源编号 307923226,1700
整租,2室0厅0卫,40,8,低层,8,2,兰州市城关区静宁路益民大院147号-173号,0,0,0,0,0,0,房源编号 307919450,1400
整租,3室1厅1卫,100,18,低层,8,4,畅家巷140号（广场南路）,1,1,0,0,1,1,房源编号 307916360,3300
整租,2室1厅1卫,73,8,中层,8,3,陈家湾子10-36号,1,0,0,0,0,1,房源编号 307915906,2000
整租,2室2厅1卫,80,8,中层,8,4,兰州市城关区静宁南路井儿街,1,1,1,1,1,1,房源编号 307914196,2600
整租,1室1厅1卫,40,8,中层,8,4,兰州市城关区静宁路益民大院147号-173号,1,1,1,0,0,1,房源编号 307913602,1800
整租,2室0厅1卫,55,7,高层,8,2,段家滩1188号,1,0,0,0,0,0,房源编号 307820838,1400
整租,2室1厅1卫,96,30,低层,6,2,城关区东岗东路丰和丽园小区,1,0,0,0,0,1,房源编号 627669,1800
整租,2室2厅2卫,110,8,中层,10,2,"嘉峪关东路665-731号 ,二热十字向南300米",1,0,0,0,0,0,房源编号 627665,2400
整租,1室1厅1卫,44,9,中层,7,3,詹家拐子134号,1,0,0,0,0,1,房源编号 627634,1500
整租,2室1厅1卫,60,9,中层,10,2,兰州市白银路457号,1,1,1,1,0,0,房源编号 627631,2000
整租,1室1厅1卫,50,8,中层,10,2,兰州市城关区白银路491号,1,0,0,0,0,0,房源编号 627442,1600
整租,1室1厅1卫,59,15,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 627528,700
整租,2室2厅2卫,130,8,高层,9,4,南河路2232-2268号,1,0,0,1,0,1,房源编号 627524,2800
整租,1室1厅1卫,56,8,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 627520,570
整租,1室1厅1卫,57,24,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 627510,710
整租,2室1厅1卫,91,20,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 627503,1400
整租,2室1厅1卫,95,12,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 627481,1100
整租,2室1厅1卫,60,8,高层,10,4,段家滩路305-333号， 鱼池口小商品批发市场,1,1,1,1,1,1,房源编号 307793989,2300
整租,2室0厅1卫,46,8,低层,9,3,雁南路1541-2071号,1,1,0,0,0,1,房源编号 307772342,1500
整租,2室2厅1卫,95,33,低层,8,2,1号楼2单元,1,1,1,1,0,1,房源编号 626126,2600
整租,2室2厅1卫,93,34,低层,10,4,城关区黄河北庙滩子,1,1,1,1,1,1,房源编号 627452,2500
整租,3室2厅2卫,135,9,高层,10,2,武都路244号,1,0,1,0,0,1,房源编号 627138,3200
整租,1室1厅1卫,57,15,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 627441,710
整租,1室1厅1卫,52,16,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 627439,670
整租,1室1厅1卫,53,20,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 627435,750
整租,2室2厅1卫,144,27,高层,6,4,"庆阳路91号,庆阳路交静宁路十字",0,0,0,0,0,1,房源编号 627352,6000
整租,2室2厅1卫,99,14,中层,10,4,雁儿湾路223号,1,0,1,0,0,1,房源编号 627301,2500
整租,2室2厅1卫,90,8,低层,10,2,黄河北靖远路79号,1,1,1,1,1,0,房源编号 626584,2100
整租,2室2厅1卫,94,23,高层,8,4,区东岗东路(兰州三十二中*),1,0,0,0,0,1,房源编号 627229,2300
整租,3室2厅2卫,122,28,高层,10,4,金色都汇,0,0,0,0,0,1,房源编号 627225,4200
整租,2室1厅1卫,96,33,中层,8,3,兰州市城关区段家滩路450号,1,1,1,1,1,1,房源编号 306088361,2700
整租,2室2厅1卫,101,28,低层,10,4,雁儿湾路223号,1,1,1,1,1,1,房源编号 306089082,2500
整租,2室1厅1卫,97,29,中层,10,3,兰州市城关区段家滩路450号,1,0,0,0,0,1,房源编号 306089275,2300
整租,3室0厅1卫,77,8,高层,9,2,东岗东路1726-1738号,1,0,0,0,0,1,房源编号 306087762,2200
整租,1室0厅1卫,37,34,高层,1,2,段家滩路528号,0,0,0,0,0,1,房源编号 306089447,1900
整租,2室1厅1卫,57,9,高层,9,2,段家滩路1265-1517号，五里铺桥北(原灯泡厂院,1,1,1,1,1,1,房源编号 306088066,2200
整租,1室0厅1卫,47,25,中层,7,3,火车站广场向西200米,1,1,0,0,1,1,房源编号 306690581,2600
整租,3室2厅1卫,180,28,高层,10,4,甘南路416号 皋兰路与甘南路什字东北角,0,1,0,0,0,0,房源编号 306690605,8500
整租,2室1厅1卫,55,6,高层,10,4,南关鼓楼巷57号,1,1,0,0,1,1,房源编号 307074533,2000
整租,2室2厅1卫,78,25,中层,10,4,雁北路2728号,1,0,1,0,0,1,房源编号 307441518,3200
整租,2室1厅1卫,75,24,高层,8,2,雁西路1119号（工业城对面）,1,1,1,1,1,1,房源编号 307582479,3300
整租,2室1厅1卫,54,24,中层,7,2,雁西路1119号（工业城对面）,1,1,1,1,1,1,房源编号 307580707,3500
整租,2室2厅1卫,56,24,高层,7,4,雁西路1119号（工业城对面）,0,0,0,0,0,0,房源编号 307579175,3300
整租,3室2厅2卫,144,8,高层,10,4,甘肃省兰州市城关区靖远路35号,1,1,1,1,1,1,房源编号 627151,3000
整租,3室1厅1卫,120,8,高层,10,3,一只船南街7号,1,1,1,1,0,1,房源编号 627145,3800
整租,2室1厅1卫,75,6,中层,9,4,段家滩路1539号 庆阳大厦东*,1,0,1,0,0,1,房源编号 627142,1800
整租,2室2厅1卫,80,8,中层,9,4,火车站,1,0,0,0,1,1,房源编号 627126,1950
整租,2室1厅1卫,68,6,高层,不限,2,长青学院校内,1,0,0,0,0,1,房源编号 627057,1500
整租,2室2厅1卫,80,25,中层,8,2,雁北路2728号,1,0,1,0,0,1,房源编号 625731,3000
整租,2室2厅0卫,90,14,中层,2,2,雁滩路2597号雁滩路安全厅*,1,0,0,1,0,1,房源编号 626956,2800
整租,2室1厅1卫,56,4,高层,不限,4,通渭路64号,1,0,1,0,0,1,房源编号 625834,2200
整租,3室2厅2卫,115,8,中层,9,2,兰州市城关区,1,0,0,1,0,1,房源编号 623926,3800
整租,2室2厅1卫,130,33,中层,3,4,火车站东路125号,0,0,0,0,0,1,房源编号 626846,3500
整租,3室2厅1卫,151,32,中层,6,3,排洪南路 八一阳光家园,0,0,1,0,0,1,房源编号 626844,3500
整租,2室1厅1卫,85,31,高层,6,2,东岗东路1556-1652,1,0,0,0,0,1,房源编号 622093,1800
整租,2室2厅1卫,88,8,高层,8,2,东岗东路1556-1652号,1,1,1,1,0,1,房源编号 626840,2000
整租,1室1厅1卫,53,6,高层,10,3,兰州市城关区静宁南路井儿街,1,1,0,0,1,1,房源编号 307566072,1300
整租,2室2厅1卫,70,8,高层,10,3,雁滩路3431号,1,0,0,1,0,1,房源编号 307503789,2600
整租,2室2厅1卫,113,11,低层,10,4,段家滩452号,1,0,0,0,0,1,房源编号 307487576,3000
整租,3室2厅2卫,180,9,高层,10,4,广场北路23-35号,1,0,1,1,0,1,房源编号 626440,6000
整租,2室0厅1卫,50,6,高层,10,4,城关区渭源路60号,1,0,0,0,0,0,房源编号 626829,1500
整租,2室1厅0卫,51,9,中层,不限,2,火车站东路154-208号,1,0,0,0,0,1,房源编号 626828,1700
整租,2室2厅2卫,120,9,中层,8,2,庆阳路,1,1,1,1,0,0,房源编号 626823,4200
整租,3室2厅2卫,127,6,高层,8,不限,宋家滩99号,0,0,0,0,0,0,房源编号 626818,3800
整租,3室1厅1卫,71,7,高层,10,4,甘肃省兰州市城关区嘉峪关北路19号,1,1,1,1,1,1,房源编号 625802,2100
整租,2室1厅2卫,85,19,低层,4,4,一只船南街38—66号,1,0,0,0,0,1,房源编号 626786,3500
整租,3室2厅2卫,122,28,高层,10,4,城投金色都汇,0,0,0,0,0,1,房源编号 626783,4200
整租,2室2厅2卫,113,34,低层,6,4,甘肃联合大学东侧(北临黄河),1,0,0,0,0,1,房源编号 626700,3000
整租,2室0厅1卫,50,8,低层,8,2,白银路316号,1,1,1,0,0,0,房源编号 626669,1600
整租,2室2厅1卫,104,8,中层,10,3,兰州市张苏滩539号,1,1,1,1,1,1,房源编号 306073286,2600
整租,2室1厅1卫,67,8,低层,8,2,嘉峪关东路，二热十字往东一百米,1,1,0,0,0,1,房源编号 307245864,2000
整租,2室1厅1卫,88,8,中层,10,3,嘉峪关南路591号,1,0,0,0,0,1,房源编号 307285136,2400
整租,2室1厅1卫,94,26,低层,10,5,雁滩高新开发区115、53路终点站,1,1,0,0,0,1,房源编号 307308576,1600
整租,2室2厅1卫,95,8,高层,10,4,苏家滩541号,1,0,0,0,0,1,房源编号 307315587,2500
整租,2室2厅1卫,113,16,中层,6,3,城关区雁儿湾路95号,1,0,0,0,0,1,房源编号 307316672,2500
整租,1室1厅1卫,40,7,高层,暂无,3,嘉峪关东路131—137路,1,1,1,1,1,1,房源编号 307358519,1000
整租,2室0厅1卫,50,6,中层,7,2,甘南路633-645号,1,0,0,0,0,0,房源编号 626658,1500
整租,2室2厅2卫,90,9,中层,10,2,兰州市城关区民主东路343号401室,1,1,1,1,0,1,房源编号 626616,2700
整租,3室1厅1卫,92,8,中层,10,4,盐场路551号,1,0,0,1,0,1,房源编号 626564,2000
整租,2室1厅1卫,60,7,中层,10,3,城关区井儿街69-81号,1,0,0,0,0,0,房源编号 625872,2200
整租,2室2厅1卫,70,5,高层,9,2,中山路90号,1,1,1,0,0,1,房源编号 626127,2000
整租,2室1厅1卫,61,6,低层,10,2,兰州市城关区西北新村79号，西北民族大学西门500米,1,1,1,0,0,1,房源编号 624370,1800
整租,2室1厅1卫,63,8,中层,10,4,南关甘加巷家属院,1,1,1,0,0,1,房源编号 626506,2500
整租,1室2厅1卫,60,8,高层,9,3,秦安路57号,0,0,0,0,0,0,房源编号 626477,2000
整租,2室1厅1卫,58,6,高层,不限,2,兰州市段家滩1427号,1,1,0,0,0,0,房源编号 626475,1600
整租,2室1厅1卫,63,6,中层,10,5,南关银行家属院,1,1,1,0,0,1,房源编号 626474,2500
整租,2室0厅1卫,51,9,高层,6,3,酒泉路外国语**,1,1,0,0,0,1,房源编号 626469,1600
整租,2室1厅1卫,56,6,高层,8,2,城关区郑家台186号,1,0,0,0,0,0,房源编号 626466,1800
整租,2室2厅1卫,95,8,高层,10,4,白银路316号,1,1,1,1,0,1,房源编号 626454,1900
整租,2室2厅1卫,95,8,高层,10,4,白银路316号,1,1,1,1,0,1,房源编号 624297,1900
整租,2室1厅1卫,70,8,高层,9,4,黄河北靖远路79号,1,1,1,1,1,1,房源编号 307078665,2400
整租,2室1厅1卫,70,18,中层,10,3,盐场路2号,1,1,1,1,1,1,房源编号 307078422,2300
整租,2室1厅1卫,90,35,高层,6,4,庙滩子靖远路（派出所附近）,1,1,1,1,1,1,房源编号 307078368,2800
整租,2室1厅1卫,90,30,低层,10,4,北滨河东路66-88号,1,1,1,1,1,1,房源编号 307082203,3700
整租,2室1厅1卫,77,31,高层,10,2,甘肃省兰州市城关区盐场路 附近,1,1,1,1,1,1,房源编号 307079168,2400
整租,2室2厅1卫,76,6,高层,10,3,盐场路1428号,1,1,1,1,1,1,房源编号 307077592,2300
整租,4室2厅2卫,145,28,中层,10,2,城关区黄河北庙滩子,1,1,0,0,1,1,房源编号 307082498,4200
整租,2室1厅1卫,70,33,中层,10,2,草场街十字,0,0,0,0,0,0,房源编号 307078947,2000
整租,3室2厅1卫,100,8,高层,10,3,五福巷26-42,1,1,0,0,1,1,房源编号 307315077,2700
整租,2室1厅1卫,60,8,高层,10,2,嘉峪关东路，二热十字往东一百米,1,1,0,0,0,1,房源编号 307243448,2000
整租,1室1厅1卫,50,7,低层,6,4,段家滩路504-526号，商学院附近，电影制片厂家属,1,1,0,0,1,0,房源编号 307238791,1600
整租,3室2厅2卫,124,21,中层,10,3,东岗东路514号原6413厂(东岗东路1008-10,1,1,0,0,1,1,房源编号 307233489,2700
整租,1室1厅1卫,36,18,中层,1,4,雁滩高新开发区省广电中心东侧350米,1,1,0,0,1,1,房源编号 307227464,2100
整租,3室1厅1卫,28,33,高层,8,4,区东岗东路（兰州三十二中对面）,1,0,0,1,0,1,房源编号 306169394,1380
整租,3室1厅1卫,28,33,高层,8,4,区东岗东路（兰州三十二中对面）,1,0,0,1,0,1,房源编号 306169819,1380
整租,3室1厅1卫,28,33,高层,8,4,区东岗东路（兰州三十二中对面）,1,0,0,1,0,1,房源编号 306171519,1380
整租,3室1厅1卫,28,33,高层,8,4,区东岗东路（兰州三十二中对面）,1,0,0,1,0,1,房源编号 306173519,1380
整租,3室1厅1卫,28,33,高层,8,4,区东岗东路（兰州三十二中对面）,1,0,0,1,0,1,房源编号 306181644,1380
整租,2室0厅1卫,51,9,高层,6,3,酒泉路残联小区,1,1,0,0,0,1,房源编号 626438,1600
整租,2室2厅1卫,93,7,中层,10,5,雁滩路2618号,1,0,1,0,0,1,房源编号 626408,2800
整租,1室1厅1卫,45,8,高层,10,2,定西路东口西兰大酒店旁*,0,0,1,0,0,0,房源编号 626399,1500
整租,2室2厅2卫,140,8,高层,9,4,南河路2232-2268号,1,0,0,1,0,1,房源编号 626377,3000
整租,2室2厅1卫,73,6,中层,10,2,31号楼,0,0,0,0,0,1,房源编号 624902,2100
整租,2室0厅1卫,50,8,中层,10,2,城关区拱星墩安居小区,1,0,0,0,0,1,房源编号 626352,1400
整租,3室2厅1卫,98,8,低层,10,4,正宁路261号,1,1,1,0,1,1,房源编号 625155,4000
整租,3室2厅1卫,98,8,低层,8,2,正宁路夜市旁幼儿园小区,1,1,1,0,1,1,房源编号 626340,4000
整租,3室2厅1卫,151,32,中层,6,3,排洪南路 八一阳光家园,0,0,1,0,0,1,房源编号 626337,3500
整租,2室1厅1卫,60,6,低层,8,2,嘉峪关西赂350号,0,0,0,0,0,0,房源编号 623738,1600
整租,1室1厅1卫,55,7,中层,7,3,草场街十字,0,0,0,0,0,0,房源编号 626314,1600
整租,1室1厅1卫,72,15,中层,10,5,黄河北安乐村66-90号,1,1,1,1,1,1,房源编号 626312,600
整租,2室1厅1卫,80,6,中层,10,3,雁滩路2618号,1,1,1,1,1,1,房源编号 306840270,2000
整租,2室2厅1卫,126,17,高层,8,3,黄河沿54号，儿童公园对面,0,1,0,0,0,1,房源编号 307186937,5000
整租,2室1厅1卫,85,6,中层,10,4,雁兴路3101号,1,1,1,1,1,1,房源编号 307177902,2800
整租,2室2厅1卫,120,11,中层,10,4,雁兴路3101号,1,1,1,1,1,1,房源编号 307177869,6000
整租,2室2厅1卫,110,33,低层,10,4,城关区张苏滩806号,1,1,1,1,1,1,房源编号 307177849,2700
整租,2室2厅1卫,103,11,中层,8,4,雁滩雁南路 中粮可口可乐公司对面,1,1,1,1,1,1,房源编号 307162860,2300
整租,2室1厅1卫,92,14,中层,8,4,雁滩雁南路 中粮可口可乐公司对面,1,1,1,1,1,1,房源编号 307155884,2500
整租,2室2厅1卫,75,8,中层,9,3,和平新村138-226号,0,0,0,0,0,1,房源编号 306497776,1800
整租,1室1厅1卫,59,30,中层,8,4,雁北路2728号,1,1,1,1,1,1,房源编号 307175457,3500
整租,1室1厅1卫,35,6,高层,3,4,贡元巷53-59号,1,0,1,1,0,1,房源编号 625633,1900
整租,2室2厅1卫,80,8,中层,8,2,中山路225-243号(中山桥南50米),1,1,1,1,1,1,房源编号 626307,2300
整租,2室0厅1卫,50,8,中层,不限,2,城关区拱星墩安居小区,1,0,0,0,0,1,房源编号 626304,1400
整租,2室2厅1卫,90,32,低层,5,2,北面滩400号兰州文理学院北校区,1,0,0,0,0,1,房源编号 626302,2500
整租,3室2厅1卫,151,32,中层,6,4,排洪南路 八一阳光家园,0,0,1,0,0,1,房源编号 626299,3500
整租,1室1厅1卫,60,6,高层,不限,2,东岗东路1556-1652号,0,0,0,0,0,0,房源编号 625616,1800
整租,2室2厅1卫,80,8,中层,9,4,火车站,1,0,0,0,1,1,房源编号 626297,2000
整租,2室2厅1卫,72,28,低层,5,4,火车站西路5号,1,1,0,0,1,1,房源编号 623847,2800
整租,2室2厅1卫,72,28,低层,8,2,火车站西路5号,1,1,0,0,1,1,房源编号 623726,2800
整租,2室2厅1卫,72,28,低层,5,4,火车站西路5号,1,1,0,0,1,1,房源编号 624650,2800
整租,2室2厅1卫,75,5,中层,10,4,"宋家滩99号,雁滩路",1,1,1,0,1,1,房源编号 625522,2800
整租,2室1厅1卫,65,10,高层,10,4,曹家厅91号,1,1,1,1,1,1,房源编号 626268,2300
整租,2室1厅1卫,80,9,高层,8,3,大沙坪佛慈大街119号,1,0,1,1,0,1,房源编号 626265,2000
整租,2室2厅1卫,85,8,高层,10,2,城关区大雁滩社区居委会雁南路2218号,0,0,0,0,0,0,房源编号 625267,2200
整租,2室2厅2卫,90,8,中层,10,2,甘肃省兰州市城关区民主东路343号401室,1,1,1,1,0,1,房源编号 624853,2700
整租,2室2厅2卫,90,8,中层,10,2,城关区民主东路343号401室,1,1,1,1,0,1,房源编号 625471,2700
整租,2室2厅2卫,90,8,中层,10,2,兰州市城关区民主东路343号,1,1,1,1,0,1,房源编号 624208,2700
整租,3室1厅1卫,80,7,中层,9,2,中山林60号,1,1,0,0,0,0,房源编号 626189,2400
整租,2室1厅1卫,85,35,中层,8,2,城关区东岗东路2704号*,0,0,0,0,0,0,房源编号 624212,3800
整租,2室2厅1卫,105,9,高层,9,4,城关区静宁路413号,1,1,1,1,1,1,房源编号 624350,2800
整租,1室1厅1卫,55,7,中层,6,3,草场街十字,0,0,0,0,1,0,房源编号 626166,1600
整租,2室2厅1卫,94,32,低层,8,4,兰州市城关区高新路101号,0,0,0,0,0,1,房源编号 307017495,2800
整租,3室2厅2卫,139,32,中层,10,4,城关雁滩路2776号附近,1,0,0,1,0,1,房源编号 306957391,4200
整租,3室2厅2卫,210,33,中层,10,3,兰州市东岗西路469号,0,0,0,0,0,1,房源编号 307031201,12000
整租,2室1厅1卫,70,9,高层,10,3,嘉峪关南路351-379号,1,1,1,1,1,1,房源编号 306989421,2100
整租,2室2厅1卫,99,6,高层,10,4,雁儿湾路375号,1,1,1,1,0,1,房源编号 306962018,2500
整租,3室1厅1卫,110,30,低层,7,4,兰州市雁儿湾路213-219,1,1,1,1,0,1,房源编号 306961315,2300
整租,3室2厅1卫,151,32,中层,6,4,排洪南路 八一阳光家园,0,0,1,0,0,1,房源编号 626159,3500
整租,2室1厅1卫,85,9,高层,6,4,兰州市城关区静宁南路井儿街,0,0,0,0,0,0,房源编号 625264,2800
整租,2室2厅1卫,80,8,中层,8,2,中山路225-243号(中山桥南50米),1,1,1,1,1,1,房源编号 626146,2300
整租,1室1厅1卫,51,32,中层,8,4,城关区和平饭店,0,0,0,0,0,1,房源编号 626139,2300
整租,1室1厅1卫,45,8,中层,7,2,金昌南路215号,1,0,0,0,0,0,房源编号 626125,1500
整租,2室1厅1卫,65,7,高层,9,2,汽修二厂,1,1,0,0,0,1,房源编号 626124,1600
整租,2室1厅1卫,81,9,高层,5,4,雁滩路3734号,1,1,1,1,0,1,房源编号 626123,2300
整租,3室2厅2卫,180,9,高层,10,4,广场北路23-35号,1,0,1,0,0,1,房源编号 623539,6000
整租,3室1厅1卫,92,8,中层,10,4,盐场路551号,1,0,0,1,1,1,房源编号 626101,2000
整租,3室1厅1卫,92,8,中层,10,4,盐场路551号,1,0,0,1,0,1,房源编号 626099,2000
整租,1室1厅1卫,45,7,高层,8,4,兰州市城关区詹家拐子77号,0,0,0,0,0,1,房源编号 626070,1600
整租,2室1厅1卫,100,32,低层,8,2,南面滩138路终点站可口可乐加油站东侧,0,0,0,0,0,1,房源编号 626039,2000
整租,2室1厅1卫,70,6,中层,9,3,民主东路228-262号,0,0,0,0,0,0,房源编号 306919542,1600
整租,1室1厅1卫,70,8,低层,8,4,段家滩路504-526号，商学院附近，电影制片厂家属,1,1,1,1,1,1,房源编号 306879486,1500
整租,2室1厅1卫,75,6,高层,10,2,嘉峪关南路351-379号,1,1,1,1,1,1,房源编号 306864396,1700
整租,2室1厅1卫,58,7,高层,7,3,段家滩路504-526号，商学院附近，电影制片厂家属,1,1,1,1,1,1,房源编号 306864342,1300
整租,2室2厅1卫,100,6,高层,10,3,拱星墩加油站对面,1,1,1,1,1,1,房源编号 306864280,2300
整租,2室2厅1卫,92,32,高层,6,4,城关区段家滩雁儿湾,1,1,0,0,1,1,房源编号 306864225,2400
整租,2室2厅1卫,103,6,中层,10,3,段家滩南250号,1,1,1,1,1,1,房源编号 306864173,2200
整租,1室1厅1卫,50,6,低层,7,4,段家滩南250号,1,1,1,1,1,1,房源编号 306864120,1600
整租,1室1厅1卫,51,29,低层,5,4,东岗东路1169号（焦家湾路和东岗东路十字）,1,1,1,1,1,1,房源编号 306864060,2300
整租,3室2厅2卫,140,24,中层,6,4,东岗东路514号原6413厂(东岗东路1008-10,1,1,1,1,1,1,房源编号 306864027,5200
整租,2室1厅1卫,78,8,中层,7,3,东岗东路1556-1652号,1,1,1,1,1,1,房源编号 306863923,2000
整租,3室1厅1卫,74,6,中层,10,3,鱼池口106路终点站,1,1,1,1,1,1,房源编号 306863841,2200
整租,2室1厅1卫,105,8,高层,10,3,东岗东路1556-1652号,1,1,1,1,1,1,房源编号 306863788,2800
整租,2室2厅1卫,99,26,低层,10,3,城关区雁兴路,1,1,1,1,1,1,房源编号 306863727,3600
整租,2室2厅1卫,105,11,中层,10,4,雁滩雁南路 中粮可口可乐公司对面,1,1,1,1,1,1,房源编号 306863633,3200
整租,2室2厅1卫,101,8,中层,10,4,嘉峪关东路503号,1,1,1,1,1,1,房源编号 306863537,2700
整租,2室2厅1卫,85,8,中层,10,3,东岗东路1556-1652号,1,0,0,0,0,1,房源编号 306863437,1900
整租,2室1厅1卫,95,6,高层,10,4,段家滩南250号,1,1,0,0,0,1,房源编号 306863366,2300
整租,2室1厅1卫,61,8,中层,10,4,东岗东路1556-1652号,1,1,1,1,1,1,房源编号 306863315,2500
整租,2室2厅1卫,106,8,中层,10,4,段家滩南250号,1,1,0,0,0,1,房源编号 306863240,2500
整租,2室1厅1卫,102,6,低层,10,4,段家滩南250号,1,1,1,1,1,1,房源编号 306863170,2600
整租,3室1厅1卫,28,33,高层,8,4,区东岗东路（兰州三十二中对面）,1,0,0,1,0,1,房源编号 306161974,1380
整租,1室1厅1卫,18,8,低层,不限,2,闵家桥137号,1,0,0,0,0,1,房源编号 625972,850
整租,2室1厅1卫,80,7,低层,8,2,东岗东路1556-1652号,1,1,1,1,1,1,房源编号 625970,2000
整租,2室2厅1卫,93,18,高层,10,4,鸿运润园东边,1,1,1,1,0,1,房源编号 625953,3300
整租,1室1厅1卫,64,12,高层,10,4,滩尖子489号,1,1,1,1,1,1,房源编号 625929,400
整租,1室1厅1卫,75,14,中层,10,4,静宁路88号,1,1,1,1,1,1,房源编号 625888,700
整租,2室2厅1卫,137,15,高层,10,2,"白银路和永昌南路交叉口东南角,即白银路307号",0,0,1,1,0,1,房源编号 624355,4800
整租,1室1厅1卫,50,5,高层,10,4,火车站西路铁西村,1,1,1,1,0,1,房源编号 625266,1700
整租,2室1厅1卫,75,8,中层,10,4,何家庄西街40号,1,0,1,1,1,1,房源编号 625861,3000
整租,1室1厅1卫,45,8,中层,8,2,兰州市城关区秦安路,1,0,0,0,0,1,房源编号 625840,1600
整租,1室1厅1卫,45,9,高层,6,4,火车站德林小区,1,1,1,1,0,1,房源编号 625860,1500
整租,3室1厅1卫,90,33,高层,8,2,国税局家属院,0,0,1,0,0,1,房源编号 625858,2000
整租,1室1厅1卫,40,6,高层,10,2,北园小区,1,0,0,0,1,0,房源编号 625841,1000
整租,2室2厅2卫,85,8,中层,8,2,嘉峪关北路东部后门,1,1,0,0,0,1,房源编号 624503,2200
整租,2室1厅1卫,56,4,高层,9,4,通渭路64号,1,0,1,0,0,1,房源编号 620753,2200
整租,4室2厅2卫,140,8,低层,10,2,一只船南街100号,0,0,1,1,0,1,房源编号 625730,5600
整租,2室1厅1卫,80,6,高层,8,2,雁儿湾欣欣嘉园东南侧,1,0,0,0,0,0,房源编号 625775,1200
整租,1室1厅1卫,51,32,中层,8,4,城关区和平饭店,0,0,0,0,0,1,房源编号 625751,2500
整租,2室1厅1卫,65,8,中层,9,3,嘉峪关南路665号,1,1,1,1,1,1,房源编号 306682101,1900
